Property_Type,Property_Area,Number_of_Doors,Power_Backup,Water_Supply,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Habitability_score,Number_of_Windows,Furnishing,Frequency_of_Powercuts,Crime_Rate,Dust_and_Noise
5.0,1591,1,1.0,0.0,6.48,126.0,4.13,88.64,4.0,1.0,0.0,1.0,2.0
3.0,264,2,1.0,0.0,4.12,106.0,3.6,59.88,0.0,2.0,1.0,1.0,1.0
1.0,885,3,1.0,0.0,8.11,191.0,3.34,61.31,2.0,1.0,0.0,0.0,0.0
5.0,1416,2,1.0,0.0,5.11,98.0,3.54,81.07,5.0,1.0,1.0,1.0,2.0
5.0,1110,2,1.0,0.0,4.38,101.0,4.17,74.58,4.0,2.0,0.0,1.0,2.0
5.0,1658,1,1.0,0.0,7.97,166.0,3.44,62.72,4.0,2.0,0.0,0.0,2.0
1.0,811,1,1.0,2.0,4.75,114.0,3.59,68.72,3.0,1.0,0.0,1.0,1.0
4.0,633,1,1.0,0.0,5.01,115.0,2.27,75.14,7.0,1.0,3.0,1.0,2.0
5.0,1605,3,1.0,2.0,7.22,168.0,2.81,40.67,5.0,2.0,1.0,1.0,2.0
5.0,1934,4,2.0,0.0,5.53,81.0,3.56,78.55,3.0,1.0,0.0,2.0,2.0
5.0,1106,3,1.0,0.0,5.86,111.0,4.78,70.81,2.0,1.0,0.0,3.0,2.0
1.0,435,1,1.0,1.0,6.55,147.0,4.41,78.18,4.0,0.0,0.0,3.0,2.0
4.0,999,2,1.0,2.0,7.22,149.0,4.09,71.75,5.0,2.0,0.0,3.0,2.0
1.0,583,3,2.0,0.0,6.98,169.0,4.7,89.48,2.0,1.0,0.0,3.0,2.0
2.0,2110,4,1.0,3.0,4.1,106.0,3.23,66.0,11.0,1.0,0.0,0.0,2.0
1.0,580,3,1.0,3.0,6.47,100.0,4.47,86.03,1.0,1.0,0.0,3.0,2.0
1.0,375,1,1.0,0.0,7.43,158.0,4.08,74.56,2.0,2.0,1.0,3.0,2.0
5.0,2057,1,2.0,3.0,6.75,170.0,3.76,80.62,2.0,1.0,0.0,1.0,2.0
5.0,1190,2,1.0,1.0,7.02,127.0,4.75,71.25,2.0,1.0,0.0,3.0,2.0
2.0,2022,3,1.0,2.0,7.16,131.0,4.12,72.75,13.0,1.0,0.0,3.0,2.0
2.0,2864,4,1.0,0.0,7.49,170.0,4.07,72.11,15.0,1.0,0.0,1.0,2.0
3.0,325,2,2.0,3.0,7.49,109.0,4.52,85.33,3.0,1.0,0.0,3.0,1.0
1.0,446,2,2.0,3.0,5.95,95.0,2.6,73.95,1.0,0.0,2.0,2.0,2.0
2.0,1944,5,1.0,0.0,6.03,151.0,4.73,77.34,4.0,1.0,0.0,3.0,2.0
4.0,873,1,1.0,3.0,5.72,85.0,3.87,82.97,6.0,1.0,0.0,1.0,2.0
5.0,1488,3,1.0,0.0,7.55,110.0,4.14,69.35,5.0,1.0,1.0,3.0,2.0
1.0,102,2,1.0,0.0,6.3,118.0,4.77,92.8,4.0,1.0,0.0,3.0,2.0
1.0,796,3,1.0,3.0,6.56,108.0,4.4,68.4,4.0,2.0,0.0,3.0,0.0
2.0,3919,4,1.0,0.0,3.79,52.0,3.04,82.23,5.0,1.0,0.0,2.0,1.0
1.0,486,1,2.0,3.0,7.3,101.0,3.84,85.89,2.0,0.0,0.0,1.0,2.0
2.0,2551,5,1.0,3.0,7.08,110.0,2.57,64.18,13.0,1.0,0.0,2.0,2.0
4.0,732,3,1.0,3.0,6.04,147.0,1.91,43.15,6.0,1.0,1.0,2.0,2.0
1.0,115,3,1.0,0.0,6.0,114.0,4.77,81.13,1.0,2.0,0.0,3.0,2.0
1.0,462,3,2.0,1.0,4.93,97.0,2.29,79.97,2.0,0.0,3.0,1.0,2.0
4.0,914,3,1.0,3.0,4.51,99.0,3.23,65.49,5.0,1.0,1.0,1.0,2.0
1.0,458,1,1.0,0.0,5.11,80.0,4.82,69.77,3.0,1.0,0.0,3.0,2.0
4.0,587,2,1.0,0.0,6.45,86.0,4.18,78.01,4.0,1.0,0.0,1.0,2.0
2.0,2565,4,1.0,0.0,7.59,119.0,3.5,61.55,5.0,2.0,0.0,0.0,2.0
5.0,1113,2,1.0,2.0,6.54,105.0,4.15,61.45,3.0,2.0,0.0,3.0,2.0
5.0,2191,4,1.0,3.0,6.1,80.0,4.5,76.59,3.0,1.0,0.0,3.0,2.0
5.0,1172,1,1.0,0.0,4.96,419.0,4.19,89.99,5.0,1.0,0.0,1.0,2.0
5.0,1617,3,1.0,3.0,6.83,164.0,1.88,19.71,3.0,2.0,1.0,2.0,2.0
3.0,433,1,1.0,0.0,6.8,151.0,4.72,81.83,2.0,2.0,0.0,3.0,2.0
1.0,980,1,2.0,0.0,4.93,117.0,4.78,91.5,3.0,1.0,0.0,3.0,2.0
5.0,1312,4,1.0,0.0,5.26,115.0,4.78,77.97,5.0,1.0,0.0,3.0,2.0
5.0,1478,4,1.0,3.0,5.21,115.0,4.46,83.45,4.0,0.0,0.0,3.0,2.0
5.0,1444,4,1.0,0.0,8.47,132.0,4.04,71.71,4.0,1.0,0.0,1.0,0.0
1.0,820,2,1.0,4.0,6.7,145.0,1.91,46.83,3.0,1.0,1.0,0.0,2.0
1.0,145,3,1.0,0.0,8.74,186.0,3.41,71.63,4.0,1.0,0.0,0.0,2.0
5.0,2175,1,2.0,2.0,6.99,116.0,3.51,78.36,5.0,1.0,0.0,1.0,2.0
1.0,687,2,2.0,3.0,7.84,121.0,3.18,83.57,4.0,0.0,0.0,0.0,2.0
2.0,4224,4,1.0,3.0,7.68,101.0,3.84,86.67,9.0,0.0,1.0,3.0,2.0
4.0,503,2,1.0,0.0,7.78,153.0,4.71,67.61,4.0,2.0,0.0,3.0,2.0
1.0,235,3,2.0,3.0,7.82,149.0,3.78,91.21,3.0,0.0,1.0,3.0,2.0
1.0,766,2,1.0,0.0,6.66,129.0,4.12,74.49,4.0,1.0,1.0,3.0,2.0
1.0,921,2,1.0,0.0,6.83,99.0,3.53,71.16,4.0,2.0,0.0,0.0,2.0
1.0,693,2,1.0,0.0,6.25,96.0,3.54,78.52,1.0,1.0,2.0,3.0,2.0
0.0,477,3,1.0,0.0,7.13,87.0,4.17,73.83,2.0,1.0,0.0,1.0,2.0
1.0,968,1,2.0,0.0,6.98,105.0,4.15,79.63,3.0,1.0,0.0,1.0,2.0
5.0,2257,4,1.0,2.0,7.51,83.0,4.17,92.8,4.0,1.0,0.0,3.0,2.0
1.0,511,2,1.0,2.0,6.26,106.0,4.15,89.07,3.0,1.0,0.0,3.0,2.0
1.0,408,1,1.0,2.0,6.45,151.0,2.21,33.81,4.0,2.0,0.0,3.0,2.0
2.0,3603,6,1.0,2.0,7.38,87.0,4.17,89.29,14.0,0.0,0.0,3.0,2.0
2.0,4153,2,2.0,0.0,6.81,108.0,4.15,85.38,11.0,1.0,0.0,1.0,2.0
3.0,216,2,1.0,0.0,9.24,188.0,4.6,79.28,2.0,0.0,0.0,3.0,0.0
1.0,701,3,1.0,3.0,7.48,135.0,3.17,46.11,2.0,2.0,0.0,1.0,2.0
1.0,429,2,1.0,3.0,5.53,86.0,3.24,78.14,2.0,1.0,0.0,0.0,2.0
1.0,653,1,1.0,0.0,3.61,2.0,3.74,65.13,2.0,2.0,0.0,0.0,1.0
1.0,809,1,1.0,3.0,5.68,117.0,3.2,74.57,1.0,1.0,1.0,1.0,2.0
3.0,411,1,1.0,0.0,5.89,113.0,4.15,77.29,2.0,0.0,0.0,1.0,2.0
4.0,601,2,2.0,0.0,7.35,161.0,3.45,81.69,4.0,0.0,0.0,0.0,2.0
1.0,847,1,1.0,2.0,6.46,120.0,2.25,40.3,4.0,1.0,0.0,2.0,2.0
1.0,971,1,1.0,2.0,7.13,117.0,3.51,71.06,4.0,0.0,0.0,1.0,2.0
1.0,801,3,2.0,2.0,6.52,123.0,4.13,80.19,4.0,1.0,0.0,3.0,2.0
1.0,953,3,1.0,3.0,6.45,159.0,3.14,60.38,2.0,1.0,0.0,0.0,2.0
1.0,924,1,1.0,2.0,7.6,151.0,4.09,86.18,3.0,1.0,0.0,3.0,2.0
2.0,4022,6,1.0,2.0,7.28,166.0,4.07,83.54,15.0,0.0,0.0,3.0,2.0
1.0,209,1,1.0,2.0,5.22,83.0,3.56,33.35,3.0,2.0,0.0,1.0,2.0
5.0,1452,4,2.0,3.0,4.07,95.0,2.61,76.96,5.0,2.0,1.0,0.0,2.0
2.0,3854,4,1.0,0.0,5.63,93.0,3.48,72.21,8.0,1.0,0.0,0.0,0.0
5.0,1885,3,1.0,3.0,6.62,80.0,4.5,81.97,3.0,0.0,0.0,3.0,2.0
1.0,203,3,2.0,0.0,5.72,87.0,2.93,74.42,2.0,1.0,1.0,0.0,2.0
1.0,684,1,2.0,4.0,7.28,169.0,3.13,77.7,3.0,2.0,0.0,1.0,2.0
5.0,2014,2,1.0,3.0,6.79,94.0,2.6,39.37,3.0,2.0,0.0,2.0,2.0
1.0,522,2,2.0,2.0,4.19,117.0,2.9,72.93,3.0,0.0,0.0,0.0,2.0
4.0,432,1,1.0,2.0,6.69,152.0,3.47,46.41,5.0,2.0,0.0,1.0,2.0
5.0,2016,1,1.0,0.0,6.59,154.0,3.46,67.66,4.0,1.0,0.0,0.0,2.0
5.0,1342,2,2.0,0.0,8.49,160.0,3.38,86.05,4.0,1.0,0.0,0.0,0.0
1.0,622,2,1.0,0.0,6.19,116.0,4.77,74.05,1.0,1.0,0.0,3.0,2.0
1.0,173,1,1.0,2.0,7.67,150.0,1.58,37.5,2.0,1.0,1.0,2.0,2.0
1.0,616,3,1.0,0.0,7.12,116.0,2.88,57.74,3.0,1.0,0.0,2.0,2.0
5.0,1548,2,1.0,0.0,6.73,138.0,3.48,84.5,2.0,1.0,0.0,0.0,2.0
3.0,239,1,1.0,0.0,6.34,109.0,3.52,66.54,3.0,2.0,2.0,3.0,2.0
1.0,251,1,1.0,2.0,4.93,110.0,2.27,34.66,4.0,2.0,1.0,3.0,2.0
5.0,1898,4,2.0,0.0,7.05,102.0,4.78,93.55,4.0,1.0,0.0,3.0,2.0
5.0,2192,3,1.0,0.0,6.99,140.0,4.73,76.38,3.0,1.0,0.0,3.0,2.0
5.0,2161,1,1.0,0.0,9.05,130.0,3.48,82.12,2.0,1.0,0.0,0.0,2.0
5.0,1872,1,1.0,0.0,7.59,111.0,2.88,59.57,2.0,2.0,3.0,3.0,2.0
1.0,713,1,1.0,0.0,5.99,102.0,4.79,87.11,4.0,0.0,0.0,3.0,2.0
5.0,1553,1,1.0,2.0,5.46,101.0,3.54,67.47,5.0,1.0,0.0,1.0,2.0
2.0,3931,2,1.0,3.0,6.37,84.0,4.49,86.4,12.0,0.0,0.0,2.0,2.0
5.0,1234,4,2.0,3.0,6.9,155.0,4.4,75.92,4.0,2.0,0.0,3.0,2.0
1.0,178,3,1.0,0.0,5.79,109.0,3.53,63.93,4.0,1.0,1.0,1.0,2.0
1.0,379,3,1.0,0.0,6.03,94.0,4.17,73.69,2.0,2.0,0.0,1.0,2.0
2.0,2529,4,1.0,0.0,6.29,151.0,4.72,89.52,10.0,2.0,0.0,3.0,2.0
4.0,1240,3,1.0,3.0,4.99,87.0,3.93,85.62,7.0,1.0,0.0,1.0,1.0
1.0,730,1,1.0,0.0,6.71,157.0,4.09,79.02,2.0,0.0,0.0,1.0,2.0
5.0,1896,3,1.0,0.0,7.99,119.0,4.75,91.05,5.0,0.0,0.0,3.0,2.0
5.0,1365,4,0.0,2.0,6.19,94.0,4.17,74.64,2.0,2.0,0.0,3.0,2.0
2.0,1899,5,1.0,2.0,6.57,136.0,2.86,66.21,7.0,2.0,2.0,3.0,2.0
5.0,2023,1,1.0,0.0,4.9,95.0,4.18,79.16,5.0,2.0,0.0,1.0,2.0
5.0,1495,1,1.0,3.0,5.39,98.0,4.48,73.92,3.0,1.0,0.0,3.0,2.0
5.0,1612,1,1.0,3.0,6.26,83.0,4.43,67.24,2.0,2.0,0.0,3.0,0.0
1.0,468,1,1.0,2.0,5.82,865.0,3.56,77.51,2.0,1.0,0.0,1.0,2.0
5.0,1176,4,1.0,0.0,7.32,85.0,4.8,72.26,5.0,1.0,0.0,3.0,2.0
5.0,1274,2,1.0,0.0,8.16,170.0,4.0,71.17,3.0,2.0,1.0,3.0,0.0
1.0,823,1,1.0,3.0,5.35,108.0,3.22,74.99,3.0,1.0,0.0,0.0,2.0
1.0,527,3,1.0,0.0,5.59,112.0,4.78,72.2,2.0,1.0,0.0,3.0,2.0
1.0,573,1,1.0,0.0,8.62,170.0,4.0,72.16,1.0,0.0,0.0,1.0,0.0
4.0,1085,1,1.0,3.0,6.63,92.0,3.85,73.38,5.0,0.0,0.0,1.0,2.0
2.0,3290,6,1.0,3.0,5.2,86.0,3.24,58.82,7.0,2.0,1.0,1.0,2.0
2.0,3043,6,1.0,2.0,6.91,158.0,3.46,89.82,6.0,1.0,1.0,3.0,2.0
3.0,297,1,1.0,3.0,5.93,94.0,3.86,55.83,3.0,2.0,0.0,1.0,2.0
5.0,2205,2,1.0,3.0,6.48,150.0,4.41,75.2,3.0,1.0,0.0,3.0,2.0
4.0,643,2,1.0,0.0,7.21,105.0,2.89,59.11,7.0,1.0,0.0,2.0,2.0
1.0,286,2,1.0,3.0,8.07,153.0,3.08,24.3,1.0,2.0,1.0,1.0,0.0
5.0,1479,3,1.0,0.0,7.09,113.0,4.14,63.05,4.0,2.0,0.0,1.0,2.0
1.0,709,2,1.0,3.0,6.29,96.0,4.48,82.07,3.0,1.0,0.0,3.0,2.0
1.0,648,1,1.0,2.0,7.12,169.0,3.44,72.38,3.0,2.0,1.0,3.0,2.0
1.0,121,2,1.0,0.0,6.18,94.0,4.8,84.77,3.0,0.0,0.0,3.0,2.0
4.0,1288,1,1.0,0.0,6.11,84.0,2.3,72.53,7.0,1.0,1.0,2.0,2.0
4.0,507,2,1.0,0.0,6.47,151.0,4.1,82.32,4.0,1.0,0.0,1.0,2.0
1.0,267,2,1.0,3.0,5.21,115.0,2.58,62.65,3.0,1.0,2.0,1.0,2.0
5.0,1859,2,2.0,3.0,9.21,171.0,2.42,71.93,3.0,1.0,1.0,0.0,0.0
1.0,651,3,1.0,2.0,5.14,108.0,3.53,83.26,2.0,0.0,0.0,1.0,2.0
1.0,872,2,1.0,3.0,5.52,84.0,3.87,88.13,2.0,1.0,0.0,1.0,2.0
3.0,241,1,1.0,2.0,4.91,93.0,2.92,80.93,1.0,0.0,0.0,0.0,2.0
1.0,300,1,1.0,0.0,7.72,92.0,4.16,88.38,3.0,1.0,1.0,3.0,2.0
1.0,666,1,1.0,2.0,5.92,81.0,2.93,71.2,2.0,1.0,0.0,0.0,2.0
5.0,1891,2,1.0,2.0,6.29,126.0,2.87,45.15,3.0,2.0,1.0,1.0,2.0
4.0,7555,3,1.0,2.0,7.9,164.0,3.44,85.44,6.0,1.0,0.0,1.0,2.0
4.0,1206,1,2.0,3.0,5.94,117.0,3.83,75.34,6.0,1.0,0.0,1.0,2.0
5.0,1717,3,1.0,2.0,5.01,102.0,2.91,71.82,2.0,0.0,0.0,0.0,2.0
5.0,1361,1,1.0,2.0,8.3,178.0,3.99,81.76,3.0,1.0,0.0,3.0,0.0
5.0,1283,2,1.0,3.0,9.2,127.0,2.48,47.51,2.0,1.0,0.0,2.0,0.0
2.0,1838,3,1.0,0.0,5.0,118.0,4.15,82.26,5.0,1.0,0.0,1.0,2.0
1.0,508,3,1.0,0.0,5.81,83.0,4.81,82.25,2.0,0.0,0.0,3.0,2.0
1.0,656,1,1.0,0.0,7.46,135.0,4.11,74.0,2.0,0.0,0.0,1.0,2.0
4.0,616,3,0.0,3.0,6.88,86.0,3.86,75.79,7.0,0.0,1.0,3.0,2.0
5.0,5371,1,1.0,0.0,7.31,145.0,2.84,29.88,5.0,2.0,0.0,2.0,2.0
1.0,563,3,1.0,0.0,7.45,140.0,3.48,82.17,4.0,1.0,1.0,1.0,2.0
1.0,606,3,1.0,2.0,5.53,100.0,3.54,81.67,1.0,0.0,0.0,1.0,2.0
5.0,1235,3,2.0,2.0,4.58,95.0,2.92,68.09,2.0,2.0,1.0,1.0,2.0
2.0,4031,4,1.0,0.0,7.97,165.0,3.44,77.87,4.0,2.0,1.0,2.0,2.0
5.0,2126,4,1.0,0.0,5.8,106.0,4.16,84.38,5.0,1.0,0.0,1.0,2.0
5.0,1479,3,1.0,0.0,5.3,102.0,4.16,77.27,2.0,1.0,0.0,1.0,2.0
5.0,1710,2,1.0,0.0,3.5,70.0,4.91,81.53,3.0,1.0,0.0,3.0,1.0
5.0,2053,4,1.0,2.0,6.12,117.0,3.51,71.46,3.0,1.0,0.0,1.0,2.0
5.0,2251,4,1.0,3.0,7.72,141.0,2.53,34.76,2.0,2.0,1.0,0.0,2.0
2.0,2044,4,1.0,0.0,6.29,126.0,2.87,43.47,8.0,2.0,1.0,0.0,2.0
4.0,1276,3,1.0,0.0,6.82,164.0,4.08,81.45,7.0,1.0,1.0,3.0,2.0
1.0,501,3,1.0,0.0,6.66,117.0,4.14,79.09,1.0,1.0,0.0,1.0,2.0
4.0,555,2,2.0,0.0,5.71,92.0,4.17,78.82,7.0,1.0,0.0,1.0,2.0
4.0,451,3,1.0,2.0,6.22,102.0,4.16,77.65,5.0,1.0,0.0,3.0,2.0
1.0,728,3,1.0,0.0,8.27,188.0,3.98,79.56,2.0,1.0,1.0,3.0,0.0
5.0,1559,4,1.0,0.0,6.87,132.0,4.12,71.71,5.0,1.0,1.0,3.0,2.0
2.0,2277,4,2.0,2.0,3.24,77.0,3.02,74.55,7.0,1.0,1.0,1.0,1.0
1.0,513,2,1.0,0.0,6.62,106.0,4.15,73.28,1.0,1.0,1.0,3.0,2.0
1.0,193,1,2.0,0.0,6.53,113.0,2.89,79.45,1.0,0.0,1.0,0.0,2.0
3.0,241,2,2.0,0.0,5.94,97.0,3.54,93.29,2.0,1.0,0.0,0.0,2.0
1.0,986,3,1.0,0.0,7.95,149.0,4.09,78.34,1.0,1.0,1.0,1.0,2.0
5.0,1378,3,1.0,4.0,7.39,154.0,1.26,62.63,5.0,0.0,1.0,2.0,2.0
5.0,1756,4,1.0,0.0,5.86,88.0,4.81,87.8,3.0,2.0,0.0,3.0,2.0
1.0,626,1,2.0,0.0,8.23,120.0,3.43,73.13,2.0,1.0,0.0,0.0,0.0
1.0,530,1,1.0,0.0,5.25,83.0,4.19,75.2,3.0,2.0,1.0,3.0,2.0
1.0,120,1,1.0,0.0,5.9,88.0,4.18,83.92,2.0,1.0,0.0,1.0,2.0
4.0,642,1,2.0,0.0,5.22,85.0,3.56,70.86,4.0,1.0,0.0,0.0,2.0
1.0,361,3,1.0,0.0,5.61,112.0,4.15,67.84,4.0,2.0,0.0,1.0,2.0
1.0,564,2,1.0,0.0,6.52,127.0,4.75,82.93,2.0,0.0,0.0,3.0,2.0
5.0,2093,3,2.0,0.0,6.63,82.0,4.18,84.88,3.0,1.0,1.0,3.0,2.0
5.0,1379,3,1.0,0.0,5.35,84.0,4.81,71.22,2.0,1.0,0.0,3.0,2.0
4.0,1208,2,1.0,0.0,4.09,104.0,4.8,73.04,6.0,1.0,0.0,3.0,2.0
5.0,1890,1,1.0,2.0,6.64,136.0,4.11,62.63,2.0,2.0,0.0,3.0,2.0
1.0,758,3,2.0,3.0,6.73,89.0,4.49,83.57,1.0,1.0,0.0,3.0,2.0
1.0,184,3,1.0,2.0,6.62,148.0,4.1,85.96,3.0,1.0,0.0,3.0,2.0
5.0,1924,4,1.0,0.0,2.63,79.0,4.9,81.23,3.0,1.0,0.0,3.0,1.0
3.0,447,2,2.0,3.0,6.58,84.0,3.87,87.55,1.0,0.0,1.0,3.0,2.0
5.0,19312,3,2.0,3.0,7.5,92.0,4.48,90.8,4.0,0.0,0.0,3.0,2.0
1.0,596,1,1.0,0.0,7.81,148.0,3.46,64.65,1.0,1.0,1.0,1.0,2.0
4.0,1205,2,0.0,4.0,5.77,103.0,3.85,64.0,7.0,2.0,0.0,3.0,2.0
4.0,983,3,2.0,0.0,6.95,86.0,4.17,86.81,4.0,1.0,1.0,3.0,2.0
1.0,703,2,2.0,0.0,4.88,85.0,2.93,68.81,4.0,1.0,2.0,1.0,2.0
5.0,2159,3,1.0,0.0,5.47,111.0,4.78,74.25,3.0,1.0,0.0,3.0,2.0
4.0,777,1,2.0,0.0,2.15,31.0,3.71,83.66,5.0,1.0,1.0,1.0,1.0
1.0,824,1,1.0,0.0,5.65,113.0,3.52,71.99,3.0,1.0,1.0,1.0,2.0
5.0,2246,4,1.0,0.0,7.65,146.0,3.47,75.03,5.0,0.0,1.0,1.0,2.0
5.0,1713,1,1.0,3.0,5.73,97.0,4.48,66.74,4.0,2.0,0.0,3.0,2.0
5.0,1530,4,2.0,0.0,6.77,169.0,4.7,90.9,2.0,1.0,0.0,3.0,2.0
3.0,279,2,1.0,0.0,7.94,138.0,4.1,74.19,0.0,0.0,1.0,3.0,2.0
1.0,492,3,1.0,3.0,4.7,82.0,4.57,73.38,2.0,2.0,0.0,3.0,1.0
5.0,1637,4,1.0,0.0,7.73,133.0,2.86,77.5,4.0,1.0,1.0,0.0,2.0
5.0,1928,1,1.0,2.0,5.99,91.0,3.55,70.63,4.0,0.0,0.0,1.0,2.0
2.0,2467,4,1.0,0.0,5.96,82.0,3.56,84.53,7.0,1.0,0.0,0.0,2.0
1.0,770,3,1.0,0.0,6.76,106.0,4.15,85.07,2.0,1.0,0.0,1.0,2.0
1.0,261,3,1.0,2.0,7.24,132.0,3.49,50.02,4.0,2.0,1.0,3.0,2.0
2.0,3693,5,2.0,0.0,7.62,139.0,4.1,77.65,10.0,2.0,1.0,3.0,2.0
1.0,342,3,0.0,2.0,5.8,84.0,4.18,74.57,3.0,0.0,0.0,3.0,2.0
3.0,237,2,1.0,3.0,6.85,145.0,3.79,77.65,0.0,1.0,1.0,3.0,2.0
1.0,385,1,1.0,2.0,4.27,90.0,2.3,40.77,1.0,1.0,2.0,1.0,2.0
1.0,382,3,1.0,0.0,6.31,81.0,4.81,81.05,3.0,2.0,0.0,3.0,2.0
4.0,1121,3,1.0,3.0,8.29,139.0,4.35,75.21,4.0,1.0,0.0,3.0,0.0
1.0,892,1,1.0,2.0,3.21,31.0,2.45,83.03,2.0,0.0,3.0,3.0,1.0
1.0,305,1,1.0,0.0,6.6,146.0,4.73,79.64,1.0,0.0,0.0,3.0,2.0
1.0,189,2,2.0,2.0,6.6,161.0,4.02,74.31,2.0,2.0,0.0,3.0,0.0
1.0,571,2,1.0,3.0,5.9,93.0,4.49,72.06,4.0,2.0,0.0,3.0,2.0
5.0,1537,1,1.0,2.0,7.76,85.0,2.29,66.27,2.0,1.0,1.0,0.0,2.0
1.0,476,2,1.0,4.0,6.18,125.0,1.93,77.07,1.0,0.0,1.0,0.0,2.0
1.0,160,3,1.0,0.0,6.75,110.0,2.89,73.75,4.0,0.0,0.0,2.0,2.0
5.0,1462,1,2.0,4.0,6.26,89.0,2.61,78.24,3.0,0.0,2.0,3.0,2.0
1.0,208,3,1.0,2.0,6.94,169.0,2.82,58.35,3.0,1.0,0.0,2.0,2.0
1.0,181,1,1.0,3.0,6.99,690.0,4.49,65.48,1.0,2.0,0.0,3.0,2.0
4.0,525,2,2.0,2.0,4.71,118.0,4.15,80.38,4.0,1.0,0.0,3.0,2.0
1.0,448,1,1.0,2.0,4.6,117.0,4.15,87.89,2.0,1.0,0.0,3.0,2.0
1.0,453,3,1.0,3.0,6.88,142.0,3.16,36.17,4.0,2.0,0.0,0.0,2.0
3.0,269,2,2.0,3.0,8.33,162.0,4.32,82.61,2.0,2.0,0.0,3.0,0.0
3.0,249,1,1.0,0.0,5.65,90.0,4.8,93.79,1.0,1.0,0.0,3.0,2.0
2.0,4014,2,2.0,0.0,7.04,97.0,4.79,97.12,9.0,1.0,0.0,3.0,2.0
2.0,1888,6,2.0,0.0,7.73,142.0,3.47,79.78,15.0,1.0,1.0,1.0,2.0
4.0,1146,3,1.0,3.0,5.32,119.0,3.2,67.78,7.0,0.0,1.0,1.0,2.0
2.0,2458,4,1.0,3.0,6.6,163.0,4.39,82.44,13.0,2.0,0.0,3.0,2.0
3.0,404,2,1.0,0.0,7.3,169.0,4.7,78.4,0.0,2.0,0.0,3.0,2.0
1.0,906,3,1.0,0.0,5.22,89.0,4.81,82.39,2.0,0.0,0.0,3.0,2.0
3.0,222,2,1.0,0.0,3.35,30.0,3.7,73.23,0.0,2.0,0.0,0.0,1.0
1.0,883,1,1.0,0.0,8.54,153.0,4.02,86.0,4.0,1.0,1.0,3.0,0.0
2.0,1891,3,2.0,0.0,4.72,90.0,2.93,73.61,5.0,2.0,2.0,1.0,2.0
1.0,985,2,1.0,2.0,6.69,146.0,3.47,67.47,4.0,2.0,1.0,3.0,2.0
2.0,3436,3,2.0,4.0,6.21,166.0,2.51,71.75,11.0,1.0,2.0,3.0,2.0
1.0,684,3,1.0,3.0,8.68,166.0,4.31,69.98,2.0,2.0,0.0,3.0,0.0
4.0,660,3,1.0,3.0,5.81,108.0,4.47,72.86,6.0,2.0,0.0,3.0,2.0
5.0,2036,4,1.0,0.0,6.63,131.0,4.75,73.06,5.0,1.0,0.0,3.0,2.0
1.0,653,3,2.0,2.0,4.92,101.0,3.54,71.83,1.0,1.0,0.0,1.0,2.0
4.0,816,1,1.0,3.0,7.51,86.0,4.48,81.14,5.0,0.0,0.0,3.0,2.0
1.0,335,1,2.0,0.0,5.51,112.0,3.52,85.54,4.0,0.0,1.0,1.0,2.0
1.0,170,2,1.0,0.0,5.67,118.0,3.51,61.2,1.0,1.0,0.0,0.0,2.0
4.0,529,1,1.0,3.0,6.9,92.0,2.6,23.38,4.0,2.0,0.0,2.0,2.0
1.0,605,2,1.0,4.0,7.49,95.0,1.34,9.94,2.0,2.0,1.0,2.0,2.0
3.0,452,1,2.0,0.0,6.37,129.0,4.75,86.99,1.0,1.0,0.0,3.0,2.0
2.0,3239,3,1.0,0.0,6.04,267.0,4.79,75.29,4.0,1.0,0.0,3.0,2.0
5.0,1549,2,1.0,2.0,7.49,106.0,4.21,71.03,3.0,2.0,0.0,3.0,1.0
5.0,1361,4,1.0,3.0,6.44,118.0,4.45,82.42,4.0,0.0,0.0,3.0,2.0
1.0,952,3,1.0,0.0,6.34,119.0,4.14,81.44,2.0,2.0,1.0,3.0,2.0
1.0,222,2,2.0,0.0,5.02,100.0,3.54,84.68,2.0,0.0,0.0,0.0,2.0
1.0,460,3,1.0,3.0,5.76,96.0,3.86,83.6,2.0,1.0,0.0,1.0,2.0
1.0,974,3,2.0,0.0,6.78,84.0,4.81,89.11,2.0,1.0,0.0,3.0,2.0
5.0,2193,2,1.0,0.0,7.07,150.0,2.84,63.24,5.0,1.0,0.0,2.0,2.0
1.0,853,1,2.0,2.0,6.09,143.0,4.11,79.86,2.0,1.0,0.0,3.0,2.0
1.0,170,3,1.0,3.0,7.41,112.0,4.45,77.26,1.0,0.0,0.0,3.0,2.0
1.0,817,3,1.0,2.0,7.84,159.0,3.45,71.82,2.0,0.0,1.0,3.0,2.0
1.0,130,3,1.0,2.0,6.96,149.0,4.1,76.29,1.0,1.0,0.0,3.0,2.0
4.0,1170,2,1.0,0.0,5.77,89.0,3.55,72.8,7.0,0.0,0.0,0.0,2.0
1.0,591,3,1.0,0.0,4.98,104.0,4.79,78.12,4.0,2.0,0.0,3.0,2.0
4.0,773,3,2.0,3.0,5.71,118.0,4.46,86.16,4.0,1.0,0.0,2.0,2.0
1.0,845,3,1.0,2.0,7.18,96.0,4.22,85.44,2.0,0.0,0.0,3.0,1.0
1.0,915,2,1.0,4.0,6.37,136.0,3.8,73.77,4.0,0.0,0.0,3.0,2.0
